league,team,season,games,wins,draws,losses,pts_total,avg_res_for_game,League,Team,players_amount,avg_age,foreign_players_amount,team_cost_dif,total_cost,year_of_foundation
Premier League,Nottingham Forest FC,2022-2023,38,9,11,18,38.0,1.0,Premier League,Nottingham Forest FC,50.0,26.6,29.0,7530000.0,376250000.0,1865
Premier League,Nottingham Forest FC,2023-2024,38,9,9,20,49.0,0.9473684210526316,Premier League,Nottingham Forest FC,46.0,26.6,36.0,10900000.0,501350000.0,1865
Premier League,Nottingham Forest FC,2024-2025,38,19,8,11,58.0,1.7105263157894737,Premier League,Nottingham Forest FC,33.0,26.8,23.0,14580000.0,481300000.0,1865
Premier League,Sheffield United FC,2023-2024,38,3,7,28,35.0,0.4210526315789473,Premier League,Sheffield United FC,45.0,24.7,26.0,3390000.0,152350000.0,1889
Premier League,Southampton FC,2021-2022,38,9,13,16,43.0,1.0526315789473684,Premier League,Southampton FC,33.0,25.6,19.0,8310000.0,274300000.0,1885
Premier League,Southampton FC,2022-2023,38,6,7,25,36.0,0.6578947368421053,Premier League,Southampton FC,46.0,24.8,25.0,9130000.0,419950000.0,1885
Premier League,Southampton FC,2024-2025,38,2,6,30,26.0,0.3157894736842105,Premier League,Southampton FC,42.0,25.3,23.0,7380000.0,310050000.0,1885
Premier League,Tottenham Hotspur FC,2021-2022,38,22,5,11,69.0,1.868421052631579,Premier League,Tottenham Hotspur FC,45.0,24.0,26.0,15320000.0,689350000.0,1882
Premier League,Tottenham Hotspur FC,2022-2023,38,18,6,14,70.0,1.5789473684210529,Premier League,Tottenham Hotspur FC,42.0,25.9,21.0,19090000.0,649100000.0,1882
Premier League,Tottenham Hotspur FC,2023-2024,38,20,6,12,74.0,1.736842105263158,Premier League,Tottenham Hotspur FC,41.0,25.6,28.0,20450000.0,838500000.0,1882
Premier League,Tottenham Hotspur FC,2024-2025,38,11,5,22,64.0,1.0,Premier League,Tottenham Hotspur FC,41.0,24.0,23.0,18960000.0,777300000.0,1882
Premier League,Watford FC,2021-2022,38,6,5,27,34.0,0.6052631578947368,Premier League,Watford FC,47.0,26.4,36.0,3320000.0,156200000.0,1881
Premier League,West Ham United FC,2021-2022,38,16,8,14,60.0,1.4736842105263157,Premier League,West Ham United FC,37.0,26.3,20.0,9590000.0,354900000.0,1895
Premier League,West Ham United FC,2022-2023,38,11,7,20,42.0,1.0526315789473684,Premier League,West Ham United FC,44.0,25.4,25.0,10580000.0,465600000.0,1895
Premier League,West Ham United FC,2023-2024,38,14,10,14,60.0,1.368421052631579,Premier League,West Ham United FC,36.0,26.6,20.0,13540000.0,487500000.0,1895
Premier League,West Ham United FC,2024-2025,38,11,10,17,46.0,1.131578947368421,Premier League,West Ham United FC,29.0,28.0,19.0,13820000.0,400700000.0,1895
Premier League,Wolverhampton Wanderers FC,2021-2022,38,15,6,17,38.0,1.3421052631578947,Premier League,Wolverhampton Wanderers FC,38.0,24.8,30.0,9920000.0,376950000.0,1877
Premier League,Wolverhampton Wanderers FC,2022-2023,38,11,8,19,31.0,1.0789473684210529,Premier League,Wolverhampton Wanderers FC,43.0,25.8,34.0,11570000.0,497650000.0,1877
Premier League,Wolverhampton Wanderers FC,2023-2024,38,13,7,18,50.0,1.2105263157894737,Premier League,Wolverhampton Wanderers FC,47.0,25.3,32.0,9420000.0,442730000.0,1877
Premier League,Wolverhampton Wanderers FC,2024-2025,38,12,6,20,54.0,1.105263157894737,Premier League,Wolverhampton Wanderers FC,44.0,25.3,33.0,9840000.0,433050000.0,1877
Serie A,AC Milan,2021-2022,76,52,16,8,138.0,2.263157894736842,Serie A,AC Milan,37.0,25.8,22.0,14780000.0,546950000.0,1899
Serie A,AC Milan,2022-2023,76,40,20,16,128.0,1.8421052631578947,Serie A,AC Milan,36.0,26.4,27.0,15140000.0,545100000.0,1899
Serie A,AC Milan,2023-2024,38,22,9,7,76.0,1.9736842105263157,Serie A,AC Milan,42.0,24.6,26.0,13610000.0,571410000.0,1899
Serie A,AC Milan,2024-2025,76,36,18,22,122.0,1.6578947368421053,Serie A,AC Milan,41.0,25.1,28.0,14190000.0,581700000.0,1899
Serie A,AC Monza,2022-2023,38,14,10,14,48.0,1.368421052631579,Serie A,AC Monza,41.0,26.6,12.0,3310000.0,135700000.0,1912
Serie A,AC Monza,2023-2024,38,11,12,15,39.0,1.1842105263157894,Serie A,AC Monza,39.0,26.6,13.0,3680000.0,143430000.0,1912
Serie A,AC Monza,2024-2025,38,3,9,26,28.0,0.4736842105263157,Serie A,AC Monza,46.0,26.3,16.0,2080000.0,95830000.0,1912
Serie A,ACF Fiorentina,2021-2022,38,19,5,14,59.0,1.631578947368421,Serie A,ACF Fiorentina,38.0,25.9,22.0,8570000.0,325800000.0,1926
Serie A,ACF Fiorentina,2022-2023,38,15,11,12,53.0,1.4736842105263157,Serie A,ACF Fiorentina,38.0,25.6,18.0,6810000.0,258800000.0,1926
Serie A,ACF Fiorentina,2023-2024,38,17,9,12,61.0,1.5789473684210529,Serie A,ACF Fiorentina,41.0,25.7,21.0,6930000.0,284100000.0,1926
Serie A,ACF Fiorentina,2024-2025,37,18,8,11,57.0,1.6756756756756757,Serie A,ACF Fiorentina,44.0,25.2,18.0,8370000.0,368130000.0,1926
Serie A,AS Roma,2021-2022,38,18,9,11,59.0,1.6578947368421053,Serie A,AS Roma,39.0,24.3,25.0,9780000.0,381250000.0,1927
Serie A,AS Roma,2022-2023,38,18,9,11,50.0,1.6578947368421053,Serie A,AS Roma,47.0,24.2,27.0,7690000.0,361380000.0,1927
Serie A,AS Roma,2023-2024,38,18,9,11,65.0,1.6578947368421053,Serie A,AS Roma,41.0,25.2,24.0,8300000.0,340400000.0,1927
Serie A,AS Roma,2024-2025,38,20,9,9,56.0,1.8157894736842104,Serie A,AS Roma,39.0,25.7,28.0,10010000.0,390300000.0,1927
Serie A,Atalanta BC,2021-2022,38,16,11,11,65.0,1.5526315789473684,Serie A,Atalanta BC,44.0,24.9,24.0,9060000.0,398750000.0,1907
Serie A,Atalanta BC,2022-2023,38,19,7,12,66.0,1.6842105263157894,Serie A,Atalanta BC,38.0,24.9,20.0,8900000.0,338380000.0,1907
Serie A,Atalanta BC,2023-2024,38,21,6,11,72.0,1.8157894736842104,Serie A,Atalanta BC,42.0,25.2,21.0,10380000.0,436050000.0,1907
Serie A,Atalanta BC,2024-2025,38,22,8,8,78.0,1.9473684210526316,Serie A,Atalanta BC,44.0,25.4,20.0,11390000.0,501200000.0,1907
Serie A,Bologna FC 1909,2021-2022,38,12,10,16,44.0,1.2105263157894737,Serie A,Bologna FC 1909,45.0,24.2,28.0,4140000.0,186200000.0,1909
Serie A,Bologna FC 1909,2022-2023,38,14,12,12,53.0,1.4210526315789471,Serie A,Bologna FC 1909,38.0,25.3,22.0,4040000.0,153630000.0,1909
Serie A,Bologna FC 1909,2023-2024,38,18,14,6,54.0,1.7894736842105263,Serie A,Bologna FC 1909,37.0,25.1,26.0,9440000.0,349300000.0,1909
Serie A,Bologna FC 1909,2024-2025,38,16,14,8,57.0,1.631578947368421,Serie A,Bologna FC 1909,38.0,25.2,25.0,8960000.0,340650000.0,1909
Serie A,Cagliari Calcio,2021-2022,38,6,12,20,34.0,0.7894736842105263,Serie A,Cagliari Calcio,46.0,25.5,23.0,2920000.0,134530000.0,1920
Serie A,Cagliari Calcio,2023-2024,38,8,12,18,42.0,0.9473684210526316,Serie A,Cagliari Calcio,38.0,27.0,19.0,2430000.0,92230000.0,1920
Serie A,Cagliari Calcio,2024-2025,38,9,9,20,40.0,0.9473684210526316,Serie A,Cagliari Calcio,36.0,26.7,18.0,2600000.0,93630000.0,1920
Serie A,Como 1907,2024-2025,38,13,10,15,49.0,1.2894736842105263,Serie A,Como 1907,51.0,26.5,31.0,3990000.0,203430000.0,1907
Serie A,Empoli FC,2021-2022,38,10,11,17,50.0,1.0789473684210529,Serie A,Empoli FC,40.0,25.0,12.0,3150000.0,126400000.0,1920
Serie A,Empoli FC,2022-2023,38,10,13,15,37.0,1.131578947368421,Serie A,Empoli FC,44.0,24.8,19.0,2530000.0,125530000.0,1920
Serie A,Empoli FC,2023-2024,38,9,9,20,29.0,0.9473684210526316,Serie A,Empoli FC,47.0,25.3,20.0,2180000.0,102330000.0,1920
Serie A,Empoli FC,2024-2025,38,6,13,19,33.0,0.8157894736842105,Serie A,Empoli FC,52.0,24.5,28.0,2050000.0,106580000.0,1920
Serie A,FC Internazionale Milano,2021-2022,38,25,9,4,84.0,2.210526315789474,Serie A,FC Internazionale Milano,36.0,27.7,20.0,15520000.0,558550000.0,1908
Serie A,FC Internazionale Milano,2022-2023,38,23,3,12,71.0,1.894736842105263,Serie A,FC Internazionale Milano,35.0,26.9,22.0,16220000.0,567550000.0,1908
Serie A,FC Internazionale Milano,2023-2024,38,29,7,2,89.0,2.473684210526316,Serie A,FC Internazionale Milano,35.0,27.1,24.0,18710000.0,654850000.0,1908
Serie A,FC Internazionale Milano,2024-2025,37,24,9,4,79.0,2.189189189189189,Serie A,FC Internazionale Milano,46.0,25.5,26.0,16130000.0,741850000.0,1908
Serie A,Frosinone Calcio,2023-2024,38,8,11,19,44.0,0.9210526315789472,Serie A,Frosinone Calcio,48.0,24.9,26.0,2260000.0,108400000.0,1906
Serie A,Genoa CFC,2021-2022,38,4,16,18,27.0,0.7368421052631579,Serie A,Genoa CFC,47.0,26.5,24.0,2580000.0,121280000.0,1893
Serie A,Genoa CFC,2023-2024,38,12,13,13,45.0,1.2894736842105263,Serie A,Genoa CFC,44.0,25.9,29.0,4440000.0,195400000.0,1893
Serie A,Genoa CFC,2024-2025,38,10,13,15,37.0,1.131578947368421,Serie A,Genoa CFC,48.0,24.9,27.0,3650000.0,175350000.0,1893
Serie A,Hellas Verona FC,2021-2022,38,14,11,13,65.0,1.394736842105263,Serie A,Hellas Verona FC,43.0,25.2,19.0,3790000.0,162980000.0,1903
Serie A,Hellas Verona FC,2022-2023,38,7,10,21,31.0,0.8157894736842105,Serie A,Hellas Verona FC,46.0,25.2,26.0,2690000.0,123890000.0,1903
Serie A,Hellas Verona FC,2023-2024,38,9,11,18,38.0,1.0,Serie A,Hellas Verona FC,50.0,25.1,32.0,2810000.0,140700000.0,1903
Serie A,Hellas Verona FC,2024-2025,38,10,7,21,34.0,0.9736842105263158,Serie A,Hellas Verona FC,42.0,25.2,31.0,2550000.0,107350000.0,1903
Serie A,Juventus FC,2021-2022,38,20,10,8,57.0,1.8421052631578947,Serie A,Juventus FC,43.0,25.5,24.0,14940000.0,642500000.0,1897
Serie A,Juventus FC,2022-2023,38,22,6,10,56.0,1.894736842105263,Serie A,Juventus FC,40.0,25.9,19.0,12080000.0,483130000.0,1897
Serie A,Juventus FC,2023-2024,38,19,14,5,54.0,1.868421052631579,Serie A,Juventus FC,39.0,25.2,19.0,12940000.0,504530000.0,1897
Serie A,Juventus FC,2024-2025,38,18,16,4,58.0,1.8421052631578947,Serie A,Juventus FC,43.0,24.6,25.0,14620000.0,628730000.0,1897
Serie A,Parma Calcio 1913,2024-2025,38,7,15,16,44.0,0.9473684210526316,Serie A,Parma Calcio 1913,40.0,25.1,28.0,4380000.0,175110000.0,1913
Serie A,SS Lazio,2021-2022,76,36,20,20,154.0,1.6842105263157894,Serie A,SS Lazio,35.0,27.5,24.0,7560000.0,264530000.0,1900
Serie A,SS Lazio,2022-2023,76,44,16,16,120.0,1.9473684210526316,Serie A,SS Lazio,33.0,26.5,20.0,8070000.0,266430000.0,1900
Serie A,SS Lazio,2023-2024,76,36,14,26,98.0,1.605263157894737,Serie A,SS Lazio,37.0,26.4,20.0,6090000.0,225450000.0,1900
Serie A,SS Lazio,2024-2025,76,36,22,18,122.0,1.7105263157894737,Serie A,SS Lazio,41.0,26.0,25.0,7190000.0,294900000.0,1900
Serie A,SSC Napoli,2021-2022,38,24,7,7,74.0,2.0789473684210527,Serie A,SSC Napoli,37.0,25.8,20.0,12900000.0,477230000.0,1926
Serie A,SSC Napoli,2022-2023,38,28,6,4,77.0,2.3684210526315788,Serie A,SSC Napoli,31.0,26.7,20.0,21100000.0,654080000.0,1926
Serie A,SSC Napoli,2023-2024,38,13,14,11,55.0,1.394736842105263,Serie A,SSC Napoli,35.0,26.5,22.0,14740000.0,515000000.0,1926
Serie A,SSC Napoli,2024-2025,38,24,10,4,59.0,2.1578947368421053,Serie A,SSC Napoli,37.0,26.9,18.0,13530000.0,500450000.0,1926
Serie A,Spezia Calcio,2021-2022,38,10,6,22,41.0,0.9473684210526316,Serie A,Spezia Calcio,34.0,24.1,23.0,2310000.0,78500000.0,1906
Serie A,Spezia Calcio,2022-2023,38,6,13,19,31.0,0.8157894736842105,Serie A,Spezia Calcio,48.0,24.9,34.0,2410000.0,115800000.0,1906
Serie A,Torino FC,2021-2022,38,13,11,14,46.0,1.3157894736842106,Serie A,Torino FC,41.0,25.3,25.0,5450000.0,223400000.0,1906
Serie A,Torino FC,2022-2023,38,14,11,13,42.0,1.394736842105263,Serie A,Torino FC,38.0,24.3,29.0,5190000.0,197190000.0,1906
Serie A,Torino FC,2023-2024,38,13,14,11,36.0,1.394736842105263,Serie A,Torino FC,45.0,24.3,33.0,5170000.0,232730000.0,1906
Serie A,Torino FC,2024-2025,38,10,14,14,39.0,1.1578947368421053,Serie A,Torino FC,48.0,24.9,34.0,4570000.0,219280000.0,1906
Serie A,UC Sampdoria,2021-2022,38,10,6,22,46.0,0.9473684210526316,Serie A,UC Sampdoria,46.0,26.7,20.0,2790000.0,128550000.0,1946
Serie A,UC Sampdoria,2022-2023,38,3,10,25,24.0,0.5,Serie A,UC Sampdoria,48.0,26.4,27.0,1730000.0,82960000.0,1946
Serie A,US Cremonese,2022-2023,38,5,12,21,36.0,0.7105263157894737,Serie A,US Cremonese,42.0,26.2,19.0,1990000.0,83780000.0,1903
Serie A,US Lecce,2022-2023,38,8,12,18,33.0,0.9473684210526316,Serie A,US Lecce,39.0,25.1,23.0,2700000.0,105200000.0,1908
Serie A,US Lecce,2023-2024,38,8,14,16,32.0,1.0,Serie A,US Lecce,39.0,24.6,30.0,2760000.0,107730000.0,1908
Serie A,US Lecce,2024-2025,38,8,10,20,27.0,0.8947368421052632,Serie A,US Lecce,44.0,24.8,37.0,2580000.0,113430000.0,1908
Serie A,US Salernitana 1919,2021-2022,76,14,20,42,66.0,0.8157894736842105,Serie A,US Salernitana 1919,51.0,26.3,26.0,1380000.0,70560000.0,1919
Serie A,US Salernitana 1919,2022-2023,76,18,30,28,96.0,1.105263157894737,Serie A,US Salernitana 1919,45.0,26.9,27.0,2630000.0,118350000.0,1919
Serie A,US Salernitana 1919,2023-2024,76,4,22,50,64.0,0.4473684210526316,Serie A,US Salernitana 1919,50.0,25.6,31.0,1890000.0,94600000.0,1919
Serie A,US Sassuolo Calcio,2021-2022,38,13,11,14,64.0,1.3157894736842106,Serie A,US Sassuolo Calcio,43.0,25.5,22.0,5840000.0,251000000.0,1920
Serie A,US Sassuolo Calcio,2022-2023,38,12,9,17,47.0,1.1842105263157894,Serie A,US Sassuolo Calcio,35.0,25.4,19.0,6630000.0,232200000.0,1920
Serie A,US Sassuolo Calcio,2023-2024,38,7,9,22,43.0,0.7894736842105263,Serie A,US Sassuolo Calcio,38.0,25.5,21.0,3670000.0,139540000.0,1920
Serie A,Udinese Calcio,2021-2022,38,11,14,13,61.0,1.236842105263158,Serie A,Udinese Calcio,44.0,25.4,26.0,3230000.0,142300000.0,1896
Serie A,Udinese Calcio,2022-2023,38,11,13,14,47.0,1.2105263157894737,Serie A,Udinese Calcio,38.0,25.3,28.0,4970000.0,188860000.0,1896
Serie A,Udinese Calcio,2023-2024,38,6,19,13,37.0,0.9736842105263158,Serie A,Udinese Calcio,45.0,24.7,36.0,3780000.0,170060000.0,1896
Serie A,Udinese Calcio,2024-2025,38,12,8,18,41.0,1.1578947368421053,Serie A,Udinese Calcio,40.0,25.7,34.0,4970000.0,198900000.0,1896
Serie A,Venezia FC,2021-2022,38,6,9,23,34.0,0.7105263157894737,Serie A,Venezia FC,51.0,25.2,35.0,1590000.0,80980000.0,1907
Serie A,Venezia FC,2024-2025,38,5,14,19,32.0,0.7631578947368421,Serie A,Venezia FC,41.0,25.9,26.0,2330000.0,95600000.0,1907
